beds,pages,pages-href,properties links,properties links-href,price,bedrooms,bathrooms,square footage,year,parking spaces,address,subdivision,postal code,type,condo fee,floor,Page id,Page id-href
,Link 151,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=350000&maximum_price=352000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3435872-3829-170a-av-edmonton-alberta/,"$351,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,244",<strong>Year Built</strong><span>2015,null,3829 170a Av,Cy Becker,T5Y 3S1,<strong>Type</strong><span>Single Family,null,2nd,,
,Link 151,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=350000&maximum_price=352000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3432720-7011-cardinal-wy-edmonton-alberta/,"$350,000",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,332",<strong>Year Built</strong><span>2012,null,7011 Cardinal Wy,CHAPELLE AREA,T6W 1Z1,<strong>Type</strong><span>Single Family,null,null,,
,Link 152,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=352000&maximum_price=354000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3416326-511-11425-105-av-nw-edmonton-alberta/,"$352,900",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,066",<strong>Year Built</strong><span>2010,<strong>Parking Spaces</strong><span>1,# 511 11425 105 Av Nw,QUEEN MARY PARK,T5H 0C5,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$480,null,,
,Link 152,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=352000&maximum_price=354000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3436548-9430-230-st-edmonton-alberta/,"$353,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,218",<strong>Year Built</strong><span>2015,null,9430 230 St,Secord,T5T 7B5,<strong>Type</strong><span>Single Family,null,2nd,,
,Link 152,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=352000&maximum_price=354000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3436567-9438-230-st-edmonton-alberta/,"$353,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,231",<strong>Year Built</strong><span>2015,null,9438 230 St,Albany,T5T 7B5,<strong>Type</strong><span>Single Family,null,2nd,,
,Link 152,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=352000&maximum_price=354000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3436552-9436-230-st-edmonton-alberta/,"$353,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,230",<strong>Year Built</strong><span>2015,null,9436 230 St,Secord,T5T 7B5,<strong>Type</strong><span>Single Family,null,2nd,,
,Link 152,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=352000&maximum_price=354000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3434194-452-10403-122-st-nw-edmonton-alberta/,"$354,000",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,321",<strong>Year Built</strong><span>2003,null,# 452 10403 122 St Nw,WESTMOUNT,T5N 4C1,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$563,04th,,
,Link 152,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=352000&maximum_price=354000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3428258-43-2815-34-av-nw-edmonton-alberta/,"$354,000",<strong>Bedrooms</strong><span>4,4,"<strong>Square Footage</strong><span>1,427",<strong>Year Built</strong><span>2007,<strong>Parking Spaces</strong><span>4,# 43 2815 34 Av Nw,WILD ROSE,T6T 0K7,<strong>Type</strong><span>Condo / Townhouse,null,null,,
,Link 152,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=352000&maximum_price=354000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3434490-9444-230-st-edmonton-alberta/,"$353,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,242",<strong>Year Built</strong><span>2015,null,9444 230 St,Secord,T5T 7B5,<strong>Type</strong><span>Single Family,null,2nd,,
,Link 152,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=352000&maximum_price=354000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3435457-9434-230-st-edmonton-alberta/,"$353,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,218",<strong>Year Built</strong><span>2015,null,9434 230 St,Secord,T5T 7B5,<strong>Type</strong><span>Single Family,null,2nd,,
,Link 153,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=354000&maximum_price=356000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3429478-17815-57-av-edmonton-alberta/,"$355,000",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,238",<strong>Year Built</strong><span>1985,<strong>Parking Spaces</strong><span>4,17815 57 Av,DECHENE,T6M 1X2,<strong>Type</strong><span>Single Family,null,null,,
,Link 153,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=354000&maximum_price=356000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3427701-10935-137-av-edmonton-alberta/,"$355,000",<strong>Bedrooms</strong><span>5,2,"<strong>Square Footage</strong><span>1,044",<strong>Year Built</strong><span>1961,<strong>Parking Spaces</strong><span>2,10935 137 Av,ROSSLYN,T5E 1Z2,<strong>Type</strong><span>Single Family,null,null,,
,Link 153,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=354000&maximum_price=356000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3433504-2081-chalmers-wy-edmonton-alberta/,"$355,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,396",<strong>Year Built</strong><span>2013,null,2081 Chalmers Wy,CHAPELLE AREA,T6W 0Y7,<strong>Type</strong><span>Single Family,null,null,,
,Link 153,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=354000&maximum_price=356000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3429953-11036-161-st-edmonton-alberta/,"$355,000",<strong>Bedrooms</strong><span>5,2,"<strong>Square Footage</strong><span>1,038",<strong>Year Built</strong><span>1958,null,11036 161 St,MAYFIELD,T5P 3K4,<strong>Type</strong><span>Single Family,null,null,,
,Link 153,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=354000&maximum_price=356000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3418886-4703-128-av-edmonton-alberta/,"$355,500",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,073",<strong>Year Built</strong><span>1975,null,4703 128 Av,HOMESTEADER,T5A 2M7,<strong>Type</strong><span>Single Family,null,null,,
,Link 153,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=354000&maximum_price=356000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3430285-3921-160-av-edmonton-alberta/,"$355,000",<strong>Bedrooms</strong><span>4,3,"<strong>Square Footage</strong><span>1,264",<strong>Year Built</strong><span>2005,null,3921 160 Av,BRINTNELL,T5Y 3J7,<strong>Type</strong><span>Single Family,null,4th,,
,Link 153,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=354000&maximum_price=356000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3396250-404-11425-105-av-edmonton-alberta/,"$355,900",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,066",<strong>Year Built</strong><span>2009,<strong>Parking Spaces</strong><span>1,# 404 11425 105 Av,Queen Mary Park,T5H 3Y3,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$481,null,,
,Link 153,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=354000&maximum_price=356000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3425938-5107-124a-av-edmonton-alberta/,"$355,000",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,461",<strong>Year Built</strong><span>1979,<strong>Parking Spaces</strong><span>4,5107 124a Av,NEWTON,T5W 4X8,<strong>Type</strong><span>Single Family,null,null,,
,Link 153,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=354000&maximum_price=356000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3434658-3825-170a-av-edmonton-alberta/,"$355,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,243",<strong>Year Built</strong><span>2015,null,3825 170a Av,Cy Becker,T5Y 3S1,<strong>Type</strong><span>Single Family,null,2nd,,
,Link 153,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=354000&maximum_price=356000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3433323-227-cy-becker-bv-edmonton-alberta/,"$355,500",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,378",<strong>Year Built</strong><span>2015,<strong>Parking Spaces</strong><span>2,227 Cy Becker Bv,Cy Becker,T5Y 3R8,<strong>Type</strong><span>Single Family,null,null,,
,Link 153,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=354000&maximum_price=356000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3430320-9718-78-av-edmonton-alberta/,"$355,000",<strong>Bedrooms</strong><span>1,1,"<strong>Square Footage</strong><span>1,000",<strong>Year Built</strong><span>1950,null,9718 78 Av,Ritchie,T6E 1N2,<strong>Type</strong><span>Single Family,null,null,,
,Link 154,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=356000&maximum_price=358000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3417391-214-10811-72-av-edmonton-alberta/,"$357,000",<strong>Bedrooms</strong><span>2,2,<strong>Square Footage</strong><span>977,<strong>Year Built</strong><span>2015,<strong>Parking Spaces</strong><span>1,# 214 10811 72 Av,Queen Alexandra,T6E 1A4,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$249,null,,
,Link 154,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=356000&maximum_price=358000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3434711-8712-42-av-edmonton-alberta/,"$358,000",<strong>Bedrooms</strong><span>4,3,"<strong>Square Footage</strong><span>1,197",<strong>Year Built</strong><span>1974,<strong>Parking Spaces</strong><span>4,8712 42 Av,TWEDDLE PLACE,T6K 1E7,<strong>Type</strong><span>Single Family,null,null,,
,Link 154,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=356000&maximum_price=358000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3424280-12827-107-st-nw-edmonton-alberta/,"$358,000",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,054",<strong>Year Built</strong><span>1960,<strong>Parking Spaces</strong><span>2,12827 107 St Nw,LAUDERDALE,T5E 4V3,<strong>Type</strong><span>Single Family,null,null,,
,Link 154,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=356000&maximum_price=358000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3396518-611-10518-113-st-edmonton-alberta/,"$358,000",<strong>Bedrooms</strong><span>1,2,<strong>Square Footage</strong><span>872,<strong>Year Built</strong><span>2010,<strong>Parking Spaces</strong><span>1,# 611 10518 113 St,Queen Mary Park,T5H 0C6,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$267,2nd,,
,Link 154,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=356000&maximum_price=358000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3434851-5304-201-st-edmonton-alberta/,"$357,500",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,393",<strong>Year Built</strong><span>2002,null,5304 201 St,THE HAMPTONS,T6M 2W2,<strong>Type</strong><span>Single Family,null,4th,,
,Link 154,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=356000&maximum_price=358000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3432105-3115-17-av-edmonton-alberta/,"$356,000",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,436",<strong>Year Built</strong><span>2012,<strong>Parking Spaces</strong><span>2,3115 17 Av,LAUREL,T6T 0P7,<strong>Type</strong><span>Single Family,null,null,,
,Link 154,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=356000&maximum_price=358000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3427058-9540-178a-av-edmonton-alberta/,"$357,000",<strong>Bedrooms</strong><span>4,2,"<strong>Square Footage</strong><span>1,049",<strong>Year Built</strong><span>1983,<strong>Parking Spaces</strong><span>6,9540 178a Av,LAGO LINDO,T5Z 2G6,<strong>Type</strong><span>Single Family,null,null,,
,Link 155,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=358000&maximum_price=360000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3419278-8907-79-st-nw-edmonton-alberta/,"$359,900",<strong>Bedrooms</strong><span>4,2,<strong>Square Footage</strong><span>829,<strong>Year Built</strong><span>1952,null,8907 79 St Nw,Idylwylde,T6C 2P8,<strong>Type</strong><span>Single Family,null,null,,
,Link 155,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=358000&maximum_price=360000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3413748-9456-230-st-edmonton-alberta/,"$359,900",<strong>Bedrooms</strong><span>3,3,"<strong>Square Footage</strong><span>1,371",<strong>Year Built</strong><span>2015,null,9456 230 St,Secord,T5T 4C5,<strong>Type</strong><span>Single Family,null,2nd,,
