PA_ASSESSED_VALUE,PA_LATITUDE,PA_LONGITUDE,Acres,Bathrooms,Bedrooms,Beds Above Grade,Condo Fee,Construction – Wood Frame,Construction – Concrete,Construction – Insulated Concrete,Ensuite,Exposure – North,Exposure – Northwest,Exposure – West,Exposure – Southwest,Exposure – South,Exposure – Southeast,Exposure – East,Exposure – Northeast,Fireplace,Foundation – Concrete,Foundation – Block,Foundation – Brick/Stone/Block,Foundation – Concrete Slab,Foundation – Grade Beam,Foundation – Preserved Wood,Foundation – Other,Full Baths,Half Baths,Has Basement,Has Pool,Heating – Forced Air-1,Heating – Forced Air-2,Heating – Baseboard,Heating – Fan Coil,Heating – Gravity,Heating – Hot Water,Heating – In Floor Heat System,Heating – Other,Is Waterfront,Parking Spaces,Roof – Asphalt Shingles,Roof – Cedar Shakes,Roof – Clay Tile,Roof – Concrete Tiles,Roof – EPDM Membrane,Roof – Fiberglass,Roof – Metal,Roof – Pine Shakes,Roof – Roll Roofing,Roof – Tar & Gravel,Roof – Vinyl Shingles,Roof – Wood Shingles,Roof – Other,Square Footage,Style - 1 and Half Storey,Style - 2 and Half Storey,Style - 2 Storey,Style - 2 Storey Split,Style - 3 Level Split,Style - 3 Storey,Style - 4 Level Split,Style - 5 Level Split,Style - Back Split,Style – Bi-Level,Style – Bungalow,Style - Bungalow Semi,Style - Hillside Bungalow,Style - Raised Bungalow,Style - Single Level Apartment,Type – Condo/Townhouse,Type – Single Family,Year Built,Police_Station,Catholic_School,Public_School,Bus_Stop,Playground,Public_Library,Recreation_Centre,Fire_Station,Price
444000,53.47398127,-113.3643185,0.09,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,6769,1095,591,449,626,1435,2330,4650,459000
409000,53.47464694,-113.3729553,0.1,3,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2001,5537,542,1166,396,1038,1144,2415,3471,459000
376895.8472,53.4487488,-113.3864372,0,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1718,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,3931,1827,1153,914,686,3424,2302,1812,457000
429500,53.47784419,-113.3833981,0.1,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1631,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2000,5012,1763,563,535,610,3078,4019,2947,455000
444500,53.4699936,-113.3923795,0.14,3,5,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1989,3992,1375,1940,1195,727,2039,3337,1926,453500
438000,53.44953689,-113.3924456,0.09,4,4,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1790,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,4092,1897,1314,1075,340,3517,2395,1972,449900
427500,53.45513114,-113.3876717,0.09,4,4,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,3348,2629,1540,740,393,2597,1796,1229,449900
403500,53.46083898,-113.3862337,0.13,3,4,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2002,3434,2622,1382,725,507,2162,2563,989,449000
444500,53.47749018,-113.3883916,0.17,4,4,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1997,4950,1701,501,473,549,3016,3957,2885,447900
401500,53.47489267,-113.3574677,0.12,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,6477,2100,1203,937,1509,2403,3298,4411,442900
423500,53.47292308,-113.3681188,0.12,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,6763,1088,584,442,620,1428,2324,4643,439900
428500,53.44853601,-113.3873771,0.09,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,3845,1741,1066,827,600,3337,2215,1725,439900
424000,53.47361852,-113.3544828,0.11,4,4,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,6710,2333,1437,1170,1742,2636,3531,4645,439600
425000,53.45554867,-113.3928911,0.12,4,4,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003,3691,3289,2049,827,736,2940,2139,1091,438000
437500,53.46905592,-113.3825664,0.1,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,4180,1166,2128,1017,277,1960,3259,2114,435000
413500,53.47491659,-113.3785582,0.09,3,3,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1343,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1999,5204,510,1517,361,705,1495,2766,3139,435000
140500,53.44469673,-113.3825917,0.09,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,4611,1613,1867,1214,1215,3953,2831,2492,430000
416500,53.47624493,-113.387383,0.11,4,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1997,4955,1706,506,477,553,3021,3962,2889,429999
414500,53.47319819,-113.366616,0.09,2,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2007,6694,1019,515,373,551,1359,2255,4574,429900
394500,53.44926443,-113.3866065,0,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,3982,1878,1204,965,737,3475,2353,1863,429900
392500,53.4535737,-113.3879974,0.09,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,3421,2364,1690,1182,473,2951,1829,1302,429900
419500,53.47538609,-113.3907706,0.1,4,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,4854,1605,758,730,806,2920,3861,2788,429800
393500,53.47060365,-113.3574,0.07,5,4,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,7252,1578,409,201,575,1918,2813,5133,429000
420000,53.46969019,-113.3693729,0.11,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003,5998,1454,1816,764,1851,2787,1559,3879,429000
384500,53.46924274,-113.3637897,0.08,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1410,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,6946,1272,978,156,22,1612,2507,4827,425000
366000,53.45164452,-113.4177864,0.14,3,5,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1980,1855,1450,737,430,711,2102,3476,2758,424900
388000,53.45674007,-113.3873122,0.09,4,4,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001,3884,3165,1926,609,212,2416,2817,873,424900
418000,53.45815782,-113.3904207,0.1,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1568,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,3581,2768,1528,305,543,2747,3148,570,424900
362500,53.4420366,-113.3904243,0.08,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4510,1512,1767,1113,1418,4156,3033,2391,424800
388500,53.53179685,-113.685035,0.08,4,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,5448,4949,461,1260,406,1724,6159,6003,424000
190500,53.45855783,-113.3620427,0.08,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,5496,2749,2680,1171,2716,1545,1057,3376,419900
404000,53.4575232,-113.3888886,0.09,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2002,3695,2882,1643,420,657,2861,3262,684,419900
104500,53.47169608,-113.3544924,0,3,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,7033,2656,1759,1493,2065,2959,3854,4967,419900
414000,53.45563229,-113.388143,0.1,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1593,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,3379,2660,1571,709,423,2627,1827,1259,418000
416500,53.44502072,-113.3861749,0.08,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4116,1472,1338,1072,1028,3765,2643,1997,416500
446000,53.47907354,-113.3900606,0.13,3,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1987,5134,1885,332,304,379,3200,4141,3068,415000
392000,53.4716568,-113.3820138,0.11,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,4726,595,1602,446,295,1580,2851,2660,414900
401000,53.45928529,-113.3908028,0,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,3635,2822,1582,360,597,2801,3202,624,414700
399000,53.46953452,-113.3561902,0.08,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,7454,1779,610,148,777,2120,3015,5334,414500
411000,53.47505795,-113.3742207,0.09,4,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1718,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,5358,496,1503,347,859,1481,2752,3292,414500
382500,53.47460519,-113.3795907,0.12,4,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,5303,609,1616,460,804,1594,2865,3237,410000
385000,53.46886168,-113.3664879,0.08,2,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2012,7160,1486,998,370,483,1826,2721,5041,410000
126000,53.45005107,-113.3796414,0.08,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,3921,2323,1649,1410,694,3451,2328,1801,409900
405500,53.4728802,-113.3550452,0.09,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,6830,2453,1556,1290,1862,2756,3651,4764,409900
126000,53.45221659,-113.3840249,0.08,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,3468,2328,1654,1229,544,2998,1876,1348,409900
391500,53.46895088,-113.3723233,0.1,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,6123,833,1195,687,1231,385,1684,4003,409000
381500,53.47149089,-113.3573727,0.09,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1351,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,6832,1699,529,322,696,2039,2934,5254,407900
391000,53.47301187,-113.3586409,0.09,3,4,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1519,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,6679,2302,591,410,758,2101,3500,4613,407500
403500,53.46922565,-113.3656472,0.08,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,7046,1371,883,256,369,1711,2607,4926,400000
412000,53.47351888,-113.3547522,0,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,6777,2400,1503,1237,1809,2703,3598,4711,399900
424000,53.45833611,-113.389261,0.09,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,3565,2752,1512,289,425,2630,3031,554,399900
111500,53.44091131,-113.3917938,0.06,2,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,4248,1250,1505,851,1352,4522,3621,2129,399900
369500,53.45152256,-113.3853634,0.08,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,3587,2164,1490,1251,380,3117,1995,1468,399900
408000,53.46869125,-113.3556217,0.08,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1529,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,7446,1772,603,231,769,2112,3007,5327,399900
411000,53.47798175,-113.385243,0.1,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,4954,1704,504,476,552,3019,3960,2888,399900
108000,53.47055629,-113.3534017,0,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,7055,2678,1782,1515,2088,2981,3877,4990,399900
397500,53.46036073,-113.3871608,0.09,4,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,3542,2730,1490,774,556,2760,3161,1038,399900
391500,53.45091424,-113.3850216,0.08,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1535,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,3604,2181,1507,1268,396,3134,2012,1485,399702
409000,53.45935517,-113.3864603,0.11,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1595,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,3825,2796,1557,550,332,2536,2938,814,397900
402500,53.47342799,-113.3549787,0.08,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,6798,2421,1525,1258,1831,2724,3620,4733,397000
368500,53.47061074,-113.3641842,0.08,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1465,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,6774,1100,158,16,193,1440,2335,4655,397000
108000,53.47052649,-113.3535211,0,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,7053,2677,1780,1513,2086,2980,3875,4988,389900
371500,53.46923776,-113.3704863,0.09,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,6266,846,1208,700,1244,529,1827,4147,379900
365000,53.46993791,-113.3643974,0.09,2,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,6893,1219,780,103,216,1559,2454,4774,375000
366500,53.46931783,-113.3643926,0.08,2,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,7000,1326,838,210,323,1666,2561,4881,375000
347000,53.46251126,-113.3837804,0.08,3,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,3490,2678,1438,1029,999,1731,2132,1425,374900
362000,53.45953203,-113.3841561,0.08,3,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,3718,2906,1666,950,732,2446,2847,1214,372500
390000,53.47736326,-113.3864211,0.13,2,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1056,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1998,4803,1554,354,325,401,2869,3810,2737,372500
384500,53.4820541,-113.3846857,0.14,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1989,5347,1652,302,114,254,2680,3786,3281,369900
123000,53.45872385,-113.3620013,0.08,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,5477,2731,2662,1152,2697,1526,1038,3358,368000
