NAME,LATITUDE,LONGITUDE,LOCATION
High Park School Playground,53.5561219213586,-113.586733459293,"(53.5561219213586, -113.586733459293)"
Elmwood Community League,53.515916247671,-113.605977696899,"(53.515916247671, -113.605977696899)"
Ritchie Park,53.513952799555,-113.481437238881,"(53.513952799555, -113.481437238881)"
Mcleod Park,53.6096309421059,-113.430957470143,"(53.6096309421059, -113.430957470143)"
Baturyn Park,53.6326498946779,-113.504607809679,"(53.6326498946779, -113.504607809679)"
Jackson Heights Park,53.4833499817974,-113.407418900848,"(53.4833499817974, -113.407418900848)"
George Luck School,53.47299084353,-113.572824237139,"(53.47299084353, -113.572824237139)"
Centennial School (Gariepy),53.493503899625,-113.623456419828,"(53.493503899625, -113.623456419828)"
Keyano Park,53.589735873693,-113.527318455509,"(53.589735873693, -113.527318455509)"
Nu-west Park,53.4516840915858,-113.423904636956,"(53.4516840915858, -113.423904636956)"
Gallagher Park,53.535937427887,-113.472699990444,"(53.535937427887, -113.472699990444)"
Richfield,53.4689470650554,-113.452402397253,"(53.4689470650554, -113.452402397253)"
Monsignor Walter Fitzgerald,53.5055758816637,-113.635043480055,"(53.5055758816637, -113.635043480055)"
Evansdale School/Park,53.6104024417134,-113.482618879765,"(53.6104024417134, -113.482618879765)"
Granite Park,53.5225222089418,-113.507642181876,"(53.5225222089418, -113.507642181876)"
Mount Pleasant Park,53.495346121701,-113.500549567969,"(53.495346121701, -113.500549567969)"
Silver Heights Park,53.5327218399811,-113.4646242143,"(53.5327218399811, -113.4646242143)"
Larkspur Park,53.480401139356,-113.387083263274,"(53.480401139356, -113.387083263274)"
Prince Rupert School,53.5622805464971,-113.519541571461,"(53.5622805464971, -113.519541571461)"
Kenilworth Park,53.5226909602426,-113.437650055946,"(53.5226909602426, -113.437650055946)"
Coronation,53.5555289533817,-113.560354270244,"(53.5555289533817, -113.560354270244)"
Glengarry Day C,53.594318466634,-113.475831762943,"(53.594318466634, -113.475831762943)"
Fraser School/Park,53.6106004599809,-113.372575315276,"(53.6106004599809, -113.372575315276)"
Westmount Playground,53.5558970038768,-113.541624478658,"(53.5558970038768, -113.541624478658)"
Lorne Street Park,53.5630064037024,-113.482136069623,"(53.5630064037024, -113.482136069623)"
Norwood School,53.5600688839002,-113.488365707874,"(53.5600688839002, -113.488365707874)"
Mount Royal,53.5684241765045,-113.425069451506,"(53.5684241765045, -113.425069451506)"
Hillview School,53.4682169812895,-113.426703131101,"(53.4682169812895, -113.426703131101)"
Mt. Royal Sch,53.5688063522956,-113.424645866461,"(53.5688063522956, -113.424645866461)"
St Teresa,53.458047008574,-113.527943871066,"(53.458047008574, -113.527943871066)"
John A McDougall,53.5552485200711,-113.5060666016,"(53.5552485200711, -113.5060666016)"
Gold Bar Community League,53.5485858457427,-113.413604009249,"(53.5485858457427, -113.413604009249)"
Sifton School Park,53.594124193901,-113.409378867292,"(53.594124193901, -113.409378867292)"
Mary Finlay Park,53.5434658411327,-113.451560085541,"(53.5434658411327, -113.451560085541)"
Westglen,53.5548474883185,-113.542409305892,"(53.5548474883185, -113.542409305892)"
Oliver School,53.5435423624284,-113.523328260431,"(53.5435423624284, -113.523328260431)"
Earl Buxton School,53.474726996786,-113.583929736659,"(53.474726996786, -113.583929736659)"
Ambleside,53.4328807852557,-113.604042501566,"(53.4328807852557, -113.604042501566)"
Henderson Park,53.4688600319136,-113.597832624684,"(53.4688600319136, -113.597832624684)"
St Justins,53.517221543696,-113.622172195467,"(53.517221543696, -113.622172195467)"
Laurier Park Playground,53.5100599014912,-113.549517989672,"(53.5100599014912, -113.549517989672)"
Ambleside,53.432772845029,-113.603036837771,"(53.432772845029, -113.603036837771)"
St Stanislaus,53.4739872470518,-113.524705531308,"(53.4739872470518, -113.524705531308)"
Prince Charles Playground,53.5745034705237,-113.537381837903,"(53.5745034705237, -113.537381837903)"
Giovanni Caboto,53.5566079138181,-113.483971210983,"(53.5566079138181, -113.483971210983)"
Lilliput Park,53.5100897960546,-113.479391984389,"(53.5100897960546, -113.479391984389)"
Creek's Crossing Park/Blessed Kateri,53.4752662859925,-113.400146556209,"(53.4752662859925, -113.400146556209)"
Glenora,53.5440117674137,-113.554941445257,"(53.5440117674137, -113.554941445257)"
Parkdale Community League,53.5629862765137,-113.471429299649,"(53.5629862765137, -113.471429299649)"
Ottewell Community League,53.530908339663,-113.423960257599,"(53.530908339663, -113.423960257599)"
Bisset School,53.4618504108406,-113.399427284166,"(53.4618504108406, -113.399427284166)"
Rio Terrace Playground,53.5082367033809,-113.58939939405,"(53.5082367033809, -113.58939939405)"
Empire Park Community League,53.4860907324909,-113.508575873335,"(53.4860907324909, -113.508575873335)"
Our Lady of Mount Carmel,53.5131797676119,-113.502321352232,"(53.5131797676119, -113.502321352232)"
Gold Bar Condos,53.5426478500425,-113.409778972569,"(53.5426478500425, -113.409778972569)"
Rossdale,53.5307199616765,-113.491303221893,"(53.5307199616765, -113.491303221893)"
Rundle Park,53.5549604459904,-113.386510019963,"(53.5549604459904, -113.386510019963)"
Windsor Park Community League,53.5233630477787,-113.535655820237,"(53.5233630477787, -113.535655820237)"
St. Edmund School Playground,53.5908322230613,-113.524671930155,"(53.5908322230613, -113.524671930155)"
Greenview,53.4745704423127,-113.428297466912,"(53.4745704423127, -113.428297466912)"
Kinross-Kerr Park,53.4761538662638,-113.596675346342,"(53.4761538662638, -113.596675346342)"
Menisa School,53.4427778377615,-113.447319072051,"(53.4427778377615, -113.447319072051)"
St Maria Goretti,53.5857532056419,-113.407081196427,"(53.5857532056419, -113.407081196427)"
Laurier Heights School Playground,53.5170743135599,-113.567126059082,"(53.5170743135599, -113.567126059082)"
Queen Elizabeth Park,53.5253369651201,-113.49472040709,"(53.5253369651201, -113.49472040709)"
Riverdale School,53.5434082377412,-113.467643721516,"(53.5434082377412, -113.467643721516)"
Tipaskan School,53.462792352408,-113.460435097819,"(53.462792352408, -113.460435097819)"
Castle Downs Park,53.6164022840662,-113.525632868542,"(53.6164022840662, -113.525632868542)"
Argyll Park,53.5051807117684,-113.463655118512,"(53.5051807117684, -113.463655118512)"
Garneau School West,53.5222047476568,-113.514852779907,"(53.5222047476568, -113.514852779907)"
Donnan Park/Arena,53.5153386504772,-113.46850125779,"(53.5153386504772, -113.46850125779)"
Forest Heights Park,53.5453725626722,-113.453694386635,"(53.5453725626722, -113.453694386635)"
Potter Greens Playground #1,53.5193590760122,-113.666854057128,"(53.5193590760122, -113.666854057128)"
St. Alphonsus School,53.5681463767186,-113.466914952034,"(53.5681463767186, -113.466914952034)"
Ozerna Park,53.620889123586,-113.448675093341,"(53.620889123586, -113.448675093341)"
Prince Rupert School,53.5622267035219,-113.519615872448,"(53.5622267035219, -113.519615872448)"
Caernarvon Tot Lot B,53.6098101541451,-113.520341603238,"(53.6098101541451, -113.520341603238)"
George Luck School,53.4729095228244,-113.573108227451,"(53.4729095228244, -113.573108227451)"
King Edward Pk,53.513850850149,-113.460474139559,"(53.513850850149, -113.460474139559)"
Rosslyn Tot Playground,53.5981780394204,-113.498446198274,"(53.5981780394204, -113.498446198274)"
Satoo School,53.4462642896025,-113.459113156768,"(53.4462642896025, -113.459113156768)"
Mother Teresa School,53.5518585110953,-113.476087513546,"(53.5518585110953, -113.476087513546)"
William Hawrelak Park,53.5267438315686,-113.544062461235,"(53.5267438315686, -113.544062461235)"
Overlanders Playground,53.5811288613129,-113.387773441604,"(53.5811288613129, -113.387773441604)"
Edmonton Chris,53.5560707170004,-113.567634562221,"(53.5560707170004, -113.567634562221)"
Virginia Park School,53.5604190722384,-113.449744064193,"(53.5604190722384, -113.449744064193)"
Gold Bar Sch,53.5495120490324,-113.414334669653,"(53.5495120490324, -113.414334669653)"
Westmount Back Alley Park,53.552329170835,-113.547237171382,"(53.552329170835, -113.547237171382)"
Prince Charles Playground,53.5744580316731,-113.536756793051,"(53.5744580316731, -113.536756793051)"
Elmwood Community League,53.5161702042388,-113.605653520511,"(53.5161702042388, -113.605653520511)"
Newton School,53.5761823053224,-113.427416940467,"(53.5761823053224, -113.427416940467)"
Lendrum/Avalon School,53.491284970565,-113.522878302517,"(53.491284970565, -113.522878302517)"
St Pius X,53.577432966482,-113.544065230747,"(53.577432966482, -113.544065230747)"
Groat Playground,53.5501351844836,-113.538829644594,"(53.5501351844836, -113.538829644594)"
Grandview School,53.4990973703966,-113.546199846865,"(53.4990973703966, -113.546199846865)"
Chappelle Main,53.3994036813666,-113.572090468107,"(53.3994036813666, -113.572090468107)"
Mayliewan (St John Bosco School) Park,53.6220771401057,-113.459310764346,"(53.6220771401057, -113.459310764346)"
William Hawrelak Park,53.5267899623834,-113.544553007656,"(53.5267899623834, -113.544553007656)"
Grandin School,53.5369921536464,-113.511270195939,"(53.5369921536464, -113.511270195939)"
Mee-Yah-Noh School,53.5875659202589,-113.482802228157,"(53.5875659202589, -113.482802228157)"
Northmount,53.6033340849455,-113.477589251595,"(53.6033340849455, -113.477589251595)"
Michael Strembitsky,53.4136493615638,-113.462538478242,"(53.4136493615638, -113.462538478242)"
Maude Belle Park,53.5138086014338,-113.441115321702,"(53.5138086014338, -113.441115321702)"
Greenfield Sch,53.4726711933143,-113.526172208157,"(53.4726711933143, -113.526172208157)"
Sakaw School,53.4409513650324,-113.430072919812,"(53.4409513650324, -113.430072919812)"
Parkview Playground,53.5252064198081,-113.569721553297,"(53.5252064198081, -113.569721553297)"
St. Boniface,53.4773122078377,-113.537266120302,"(53.4773122078377, -113.537266120302)"
Malmo Plains School,53.4850781875286,-113.530391278258,"(53.4850781875286, -113.530391278258)"
Twin Brooks,53.443317306206,-113.526948170029,"(53.443317306206, -113.526948170029)"
Westview Village School Playground,53.5530233483147,-113.692364797091,"(53.5530233483147, -113.692364797091)"
Ogilvie Ridge Community,53.463321701444,-113.562178074695,"(53.463321701444, -113.562178074695)"
Meyonohk School,53.4550616302163,-113.456588334831,"(53.4550616302163, -113.456588334831)"
Skyrattler School,53.4505690310754,-113.524147323812,"(53.4505690310754, -113.524147323812)"
Elmwood Park Community League,53.5815888858781,-113.456686809683,"(53.5815888858781, -113.456686809683)"
Grandview School,53.4988881193325,-113.546773837747,"(53.4988881193325, -113.546773837747)"
Laurier Heights Community Playground,53.5164949472945,-113.569721484214,"(53.5164949472945, -113.569721484214)"
Allendale School,53.5009234466045,-113.502801446102,"(53.5009234466045, -113.502801446102)"
Dr. Francis Crang Park,53.4866651078922,-113.501677250397,"(53.4866651078922, -113.501677250397)"
Haddow Park,53.4534947490755,-113.597002940965,"(53.4534947490755, -113.597002940965)"
James Ramsay Park,53.4809466403884,-113.581301114434,"(53.4809466403884, -113.581301114434)"
MacEwan,53.4294790959572,-113.53035739449,"(53.4294790959572, -113.53035739449)"
Crawford Plains School,53.4408913257017,-113.404398528068,"(53.4408913257017, -113.404398528068)"
Jackie Parker Park,53.4838942789538,-113.421487854218,"(53.4838942789538, -113.421487854218)"
John Paul School,53.4718192666242,-113.426788070562,"(53.4718192666242, -113.426788070562)"
Holy Family,53.4470688978581,-113.40381316005,"(53.4470688978581, -113.40381316005)"
Coronation,53.5553318199427,-113.56062168125,"(53.5553318199427, -113.56062168125)"
Meyokumin School,53.4500658379431,-113.429408694857,"(53.4500658379431, -113.429408694857)"
Fulton PIace School,53.5453778589953,-113.425483203927,"(53.5453778589953, -113.425483203927)"
Westwood Arena Park,53.5739650396223,-113.493026643014,"(53.5739650396223, -113.493026643014)"
Lorelei Playground,53.62328363351,-113.501398610933,"(53.62328363351, -113.501398610933)"
Mayliewan (St John Bosco School) Park,53.6218750463226,-113.459069920763,"(53.6218750463226, -113.459069920763)"
Suder Greens,53.5209374006981,-113.684542886067,"(53.5209374006981, -113.684542886067)"
Rundle Park,53.5551137588992,-113.386151748549,"(53.5551137588992, -113.386151748549)"
Robert Carter Park,53.4643410667399,-113.574982582056,"(53.4643410667399, -113.574982582056)"
Terrace Heights Park,53.5433981923448,-113.433943941228,"(53.5433981923448, -113.433943941228)"
Hodgson Park,53.4585920918042,-113.558903450533,"(53.4585920918042, -113.558903450533)"
Rundle Park,53.5551387936513,-113.386036758477,"(53.5551387936513, -113.386036758477)"
St Monica,53.4907026943676,-113.573483135892,"(53.4907026943676, -113.573483135892)"
St. Faith Tot Lot,53.5692811405999,-113.483122485384,"(53.5692811405999, -113.483122485384)"
St Brendan,53.5301148931944,-113.424346398496,"(53.5301148931944, -113.424346398496)"
Day Care,53.4874348539482,-113.545421358697,"(53.4874348539482, -113.545421358697)"
Rosslyn Tot Playground,53.597944728756,-113.498717540634,"(53.597944728756, -113.498717540634)"
Woodcroft Sch,53.5671889816457,-113.560750336013,"(53.5671889816457, -113.560750336013)"
Kitchener Park,53.5443313921856,-113.518767388793,"(53.5443313921856, -113.518767388793)"
Ecole Frere Antoine School,53.4600933996475,-113.448956810343,"(53.4600933996475, -113.448956810343)"
Sifton Park Elementary School,53.594096709518,-113.407539582888,"(53.594096709518, -113.407539582888)"
Lauderdale Playground,53.5886424661748,-113.503331049452,"(53.5886424661748, -113.503331049452)"
Tipaskan School,53.4626083792782,-113.459940073634,"(53.4626083792782, -113.459940073634)"
La Perle Playground,53.5333668903788,-113.644003568231,"(53.5333668903788, -113.644003568231)"
Minchau School,53.4688929109207,-113.40877413245,"(53.4688929109207, -113.40877413245)"
Zoie Gardner Park,53.585688054309,-113.45048516896,"(53.585688054309, -113.45048516896)"
Arthur Elliot Park Playground,53.5335289343028,-113.584400642671,"(53.5335289343028, -113.584400642671)"
Ellerslie Crossing,53.4289840421675,-113.459037613831,"(53.4289840421675, -113.459037613831)"
Lynnwood Playground,53.5162384648022,-113.589804101752,"(53.5162384648022, -113.589804101752)"
Lansdowne CL,53.4868354534267,-113.546045676465,"(53.4868354534267, -113.546045676465)"
St Catherine,53.556162507932,-113.508946093054,"(53.556162507932, -113.508946093054)"
Our Lady of Vic,53.5142662883143,-113.594936219927,"(53.5142662883143, -113.594936219927)"
Elsinore/Chambery Park,53.6409862694981,-113.505933365019,"(53.6409862694981, -113.505933365019)"
St. Dominic School,53.6058552338087,-113.433657248477,"(53.6058552338087, -113.433657248477)"
Belgravia Community League,53.5094600580677,-113.530850704807,"(53.5094600580677, -113.530850704807)"
Bergman Park,53.578992716638,-113.408684360872,"(53.578992716638, -113.408684360872)"
Our Lady of the Prairies Playground,53.4994850407117,-113.62424524022,"(53.4994850407117, -113.62424524022)"
Kenilworth Park,53.5226414689817,-113.437443078595,"(53.5226414689817, -113.437443078595)"
Greenfield Sch,53.4725848094407,-113.525917678478,"(53.4725848094407, -113.525917678478)"
Castle Downs Park,53.6166815926961,-113.525274753647,"(53.6166815926961, -113.525274753647)"
St Vincent,53.54861895731,-113.560782861896,"(53.54861895731, -113.560782861896)"
Pleasantview Sch,53.4949954483756,-113.504189466209,"(53.4949954483756, -113.504189466209)"
William Hawrelak Park,53.5269852215258,-113.544235274465,"(53.5269852215258, -113.544235274465)"
Dechene Playground,53.4914068517114,-113.636819783254,"(53.4914068517114, -113.636819783254)"
Glastonbury Park West,53.505632774496,-113.672639062597,"(53.505632774496, -113.672639062597)"
St. Angela School,53.5955193128198,-113.551362153213,"(53.5955193128198, -113.551362153213)"
Jamieson Place Playground,53.490291042952,-113.650955206725,"(53.490291042952, -113.650955206725)"
Castle Downs Park,53.6167267889215,-113.525636697778,"(53.6167267889215, -113.525636697778)"
Monsignor Walter Fitzgerald,53.5053386653669,-113.635275196223,"(53.5053386653669, -113.635275196223)"
Westridge Playground,53.5063333621477,-113.605353095951,"(53.5063333621477, -113.605353095951)"
Hudson Park,53.6075231192999,-113.556305643179,"(53.6075231192999, -113.556305643179)"
Central McDougall,53.55520564327,-113.503861026616,"(53.55520564327, -113.503861026616)"
Parkdale School,53.5676882209057,-113.472182892038,"(53.5676882209057, -113.472182892038)"
Kirkness School/Park,53.6117146840429,-113.385088012399,"(53.6117146840429, -113.385088012399)"
Abbotsfield Playground,53.5736014333652,-113.389812597068,"(53.5736014333652, -113.389812597068)"
Major General Griesbach - Central Park,53.6060943573074,-113.497999536826,"(53.6060943573074, -113.497999536826)"
Rundle Park,53.5550687813413,-113.386828179582,"(53.5550687813413, -113.386828179582)"
JH Picard,53.5069309479612,-113.485144053896,"(53.5069309479612, -113.485144053896)"
Fulton PIace School,53.5453703007154,-113.425502335162,"(53.5453703007154, -113.425502335162)"
Holyrood School,53.5310851882666,-113.450709749109,"(53.5310851882666, -113.450709749109)"
Caernarvon Tot Lot A,53.608620195829,-113.532914828071,"(53.608620195829, -113.532914828071)"
Ormsby,53.4988917924876,-113.6392340676,"(53.4988917924876, -113.6392340676)"
Borden Park,53.5618329937169,-113.454130702543,"(53.5618329937169, -113.454130702543)"
Centennial School (Gariepy),53.4934709495915,-113.622975623471,"(53.4934709495915, -113.622975623471)"
Garneau School West,53.522108535067,-113.514668333494,"(53.522108535067, -113.514668333494)"
Blackburne,53.4293906773436,-113.499469586003,"(53.4293906773436, -113.499469586003)"
Ellingson Park,53.5031636621797,-113.51773836712,"(53.5031636621797, -113.51773836712)"
Mayliewan (St John Bosco School) Park,53.6221636135868,-113.459030969469,"(53.6221636135868, -113.459030969469)"
Laurier Park Playground,53.5104407387321,-113.548818542286,"(53.5104407387321, -113.548818542286)"
Ormsby Playground,53.4974827607719,-113.636927247976,"(53.4974827607719, -113.636927247976)"
Greenview Sch,53.4736402859405,-113.42644805604,"(53.4736402859405, -113.42644805604)"
Mother Teresa School,53.5518447114317,-113.476138141518,"(53.5518447114317, -113.476138141518)"
Glengarry Park,53.5958536769395,-113.47663503457,"(53.5958536769395, -113.47663503457)"
Creek's Crossing Park/Blessed Kateri,53.4755930411186,-113.400569093653,"(53.4755930411186, -113.400569093653)"
Jackie Parker Park,53.4841002507503,-113.421967165513,"(53.4841002507503, -113.421967165513)"
Greenfield Community League,53.47338551018,-113.525996655577,"(53.47338551018, -113.525996655577)"
St. Clements School,53.4459317711193,-113.448453162468,"(53.4459317711193, -113.448453162468)"
Edmonton Chris,53.5557094760121,-113.567857426335,"(53.5557094760121, -113.567857426335)"
St. Mary,53.4758149046897,-113.586224110986,"(53.4758149046897, -113.586224110986)"
Lendrum Place Community League,53.4939686625946,-113.524165217826,"(53.4939686625946, -113.524165217826)"
Potter Greens Playground #2,53.5176899296262,-113.67523400203,"(53.5176899296262, -113.67523400203)"
St. Gerard School,53.580182442272,-113.46975618499,"(53.580182442272, -113.46975618499)"
Albert G. Nickel Park Playground,53.5970350481471,-113.559739023156,"(53.5970350481471, -113.559739023156)"
Charles Simmonds Park,53.5156860148455,-113.531020675576,"(53.5156860148455, -113.531020675576)"
Giovanni Caboto,53.556315592044,-113.484137430389,"(53.556315592044, -113.484137430389)"
Silverberry Park,53.4575157323914,-113.384321021645,"(53.4575157323914, -113.384321021645)"
Cumberland Park,53.6109439938618,-113.544422148131,"(53.6109439938618, -113.544422148131)"
McQueen Playground,53.5555704559002,-113.571156071072,"(53.5555704559002, -113.571156071072)"
Kinsmen Park Senior,53.5269082993072,-113.509423945497,"(53.5269082993072, -113.509423945497)"
Blue Quill Community,53.4580005182377,-113.524493549248,"(53.4580005182377, -113.524493549248)"
Kinsmen Park Senior,53.527296227718,-113.509168384133,"(53.527296227718, -113.509168384133)"
Gabrielle Roy School,53.5299895028945,-113.461906148317,"(53.5299895028945, -113.461906148317)"
Tipton Park,53.5164522068726,-113.510134791963,"(53.5164522068726, -113.510134791963)"
Kinsmen Park Junior,53.5265579360986,-113.508764838902,"(53.5265579360986, -113.508764838902)"
Kinsmen Park Senior,53.5267507704198,-113.508920957929,"(53.5267507704198, -113.508920957929)"
Blair McPherson,53.4688758546582,-113.362642934912,"(53.4688758546582, -113.362642934912)"
Orchards,53.4116253895665,-113.47115762191,"(53.4116253895665, -113.47115762191)"
Magrath Heights,53.449598848588,-113.559665234195,"(53.449598848588, -113.559665234195)"
King Edward School,53.5213045217076,-113.492694992143,"(53.5213045217076, -113.492694992143)"
Talmud Torah,53.4993941861428,-113.621780006177,"(53.4993941861428, -113.621780006177)"
Queen Alexandra,53.513359913687,-113.504788818793,"(53.513359913687, -113.504788818793)"
Tipton Park,53.5164921703503,-113.510653619144,"(53.5164921703503, -113.510653619144)"
Carlton Park/Elizabeth Finch School,53.6200236477809,-113.559801851969,"(53.6200236477809, -113.559801851969)"
Abbott School,53.574710171649,-113.392323752927,"(53.574710171649, -113.392323752927)"
Eaux Claires Park Playground,53.6217552950512,-113.486436523357,"(53.6217552950512, -113.486436523357)"
Carlton Park/Elizabeth Finch School,53.6199866838039,-113.559853999273,"(53.6199866838039, -113.559853999273)"
Tipton Park,53.5164718956152,-113.509744042909,"(53.5164718956152, -113.509744042909)"
Abbott School,53.5749199531257,-113.39209973481,"(53.5749199531257, -113.39209973481)"
Kinsmen Park Senior,53.5267062656328,-113.50910920927,"(53.5267062656328, -113.50910920927)"
Terwillegar Towne Playground,53.4498540053335,-113.584850990185,"(53.4498540053335, -113.584850990185)"
Queen Alexandra Community League,53.5096879851194,-113.508496680308,"(53.5096879851194, -113.508496680308)"
Pleasantview Community League,53.4939591337413,-113.510516069325,"(53.4939591337413, -113.510516069325)"
Hollick Kenyon Park Playground,53.6213898112268,-113.420254778969,"(53.6213898112268, -113.420254778969)"
Kinsmen Park Senior,53.5268495705571,-113.509078165722,"(53.5268495705571, -113.509078165722)"
Fort Edmonton Park,53.5021555431717,-113.581330291724,"(53.5021555431717, -113.581330291724)"
Tipton Park,53.5165063681044,-113.509854226775,"(53.5165063681044, -113.509854226775)"
Tipton Park,53.5163351156222,-113.510170863336,"(53.5163351156222, -113.510170863336)"
Kinsmen Park Senior,53.5271614294723,-113.509314885384,"(53.5271614294723, -113.509314885384)"
Magrath Heights,53.4495972718622,-113.559605462319,"(53.4495972718622, -113.559605462319)"
Kinsmen Park Senior,53.527232371325,-113.509200186664,"(53.527232371325, -113.509200186664)"
King Edward School,53.5216137453776,-113.492474321591,"(53.5216137453776, -113.492474321591)"
Kinsmen Park Senior,53.5265799321801,-113.509607624652,"(53.5265799321801, -113.509607624652)"
Kinsmen Park Senior,53.5270774327259,-113.508511896631,"(53.5270774327259, -113.508511896631)"
Terwillegar Towne East,53.4465635146895,-113.575575210806,"(53.4465635146895, -113.575575210806)"
Kinsmen Park Senior,53.5272277750168,-113.50907830662,"(53.5272277750168, -113.50907830662)"
Magrath Heights,53.44941391348,-113.559631785371,"(53.44941391348, -113.559631785371)"
Kinsmen Park Senior,53.5272176506495,-113.509065544017,"(53.5272176506495, -113.509065544017)"
Terwillegar Towne East,53.4466322543579,-113.575345335021,"(53.4466322543579, -113.575345335021)"
Terwillegar Towne East,53.4467227886585,-113.575529647006,"(53.4467227886585, -113.575529647006)"
Mill Woods Play and Spray,53.45527162514,-113.436247685939,"(53.45527162514, -113.436247685939)"
Secord Playground,53.5335554802869,-113.69170568027,"(53.5335554802869, -113.69170568027)"
Tipton Park,53.5165081681835,-113.510245902312,"(53.5165081681835, -113.510245902312)"
Queen Alexandra,53.5132961526718,-113.504893295524,"(53.5132961526718, -113.504893295524)"
Chappelle,53.4062928556701,-113.57304619044,"(53.4062928556701, -113.57304619044)"
Granville Tot Lot,53.5073837935334,-113.679300379523,"(53.5073837935334, -113.679300379523)"
Granville,53.4988450048003,-113.679083017848,"(53.4988450048003, -113.679083017848)"
Central Hill Park,53.6068361664759,-113.500296549618,"(53.6068361664759, -113.500296549618)"
Central Hill Park,53.6067183404934,-113.500067243515,"(53.6067183404934, -113.500067243515)"
Secord,53.5323712401874,-113.70579960204,"(53.5323712401874, -113.70579960204)"
Starling,53.5936496341144,-113.655154274596,"(53.5936496341144, -113.655154274596)"
Blackmud Park,53.4203720953529,-113.513211727331,"(53.4203720953529, -113.513211727331)"
Blackmud Park,53.4201096421099,-113.513257768939,"(53.4201096421099, -113.513257768939)"
,53.4200439748829,-113.513091698766,"(53.4200439748829, -113.513091698766)"
Blackmud Park,53.4202050672627,-113.512657618048,"(53.4202050672627, -113.512657618048)"
Bonnie Doon Park,53.5273886484984,-113.47026611271,"(53.5273886484984, -113.47026611271)"
Rutherford Sch,53.5226390022379,-113.46845144477,"(53.5226390022379, -113.46845144477)"
Ralph Hopp Park,53.5893786569505,-113.445524967809,"(53.5893786569505, -113.445524967809)"
Capilano School,53.5559914663218,-113.421984079117,"(53.5559914663218, -113.421984079117)"
Duggan School,53.4723112668464,-113.506030582577,"(53.4723112668464, -113.506030582577)"
,53.5914147240614,-113.450803572819,"(53.5914147240614, -113.450803572819)"
Callingwood Playground,53.5083089729841,-113.621887206041,"(53.5083089729841, -113.621887206041)"
,53.4732469835853,-113.63617520138,"(53.4732469835853, -113.63617520138)"
Aspen Gardens Community League,53.4748192312804,-113.5429029494,"(53.4748192312804, -113.5429029494)"
Beacon Heights School,53.5756135541251,-113.414720710417,"(53.5756135541251, -113.414720710417)"
Brintnell Park Playground,53.6194055169297,-113.40760724166,"(53.6194055169297, -113.40760724166)"
Bellevue School,53.568423709776,-113.449031261288,"(53.568423709776, -113.449031261288)"
Rutherford Sch,53.5224975583259,-113.467972229939,"(53.5224975583259, -113.467972229939)"
Bonnie Doon Park,53.5273557069699,-113.470315916819,"(53.5273557069699, -113.470315916819)"
Beverly Heights Playground,53.5691507968467,-113.395331371287,"(53.5691507968467, -113.395331371287)"
Beacon Heights Park Tot Lot,53.5729455781214,-113.396042664348,"(53.5729455781214, -113.396042664348)"
Beverly Jubilee Park,53.5743961388591,-113.407220283689,"(53.5743961388591, -113.407220283689)"
Balwin Park,53.587344392185,-113.456089369554,"(53.587344392185, -113.456089369554)"
Belle Rive Playground,53.6199176837328,-113.470500274309,"(53.6199176837328, -113.470500274309)"
R. J. Scott,53.5688842598095,-113.400981246355,"(53.5688842598095, -113.400981246355)"
Primrose Park,53.5176931012824,-113.648513050097,"(53.5176931012824, -113.648513050097)"
St. Bernadette School,53.5721862913113,-113.402374286255,"(53.5721862913113, -113.402374286255)"
Avonmore Community League,53.5100699642191,-113.448024105992,"(53.5100699642191, -113.448024105992)"
Princeton,53.5895901929577,-113.458885427129,"(53.5895901929577, -113.458885427129)"
Beaumaris Park,53.6168254881716,-113.497885083368,"(53.6168254881716, -113.497885083368)"
Allan Grey Park,53.5116893183961,-113.462214710337,"(53.5116893183961, -113.462214710337)"
Capilano School,53.5557286537194,-113.422367432651,"(53.5557286537194, -113.422367432651)"
Beacon Heights Park Tot Lot,53.5728953154432,-113.395633775195,"(53.5728953154432, -113.395633775195)"
Avonmore Park,53.5101261063771,-113.448930446802,"(53.5101261063771, -113.448930446802)"
Beverly Heights Lions Playground,53.5673104393106,-113.40719033448,"(53.5673104393106, -113.40719033448)"
Beaumaris Park,53.6167071082744,-113.497670236119,"(53.6167071082744, -113.497670236119)"
St. Gabriel School,53.5510012220659,-113.42378427915,"(53.5510012220659, -113.42378427915)"
Belmead Park,53.5257750453213,-113.636118440981,"(53.5257750453213, -113.636118440981)"
Wolf Willow Park Playground,53.4992608780931,-113.604409003525,"(53.4992608780931, -113.604409003525)"
Floden Park,53.5636552505373,-113.408013800826,"(53.5636552505373, -113.408013800826)"
,53.527662333295,-113.470525698252,"(53.527662333295, -113.470525698252)"
Charlesworth,53.4298583517298,-113.431757713803,"(53.4298583517298, -113.431757713803)"
Balwin,53.5915698306184,-113.449101444112,"(53.5915698306184, -113.449101444112)"
Bonnie Doon Park,53.5273869074304,-113.470820091232,"(53.5273869074304, -113.470820091232)"
John J. Olinyk Park,53.5685378957834,-113.412989412189,"(53.5685378957834, -113.412989412189)"
Ellerslie Elementary School,53.4256788883427,-113.442226429498,"(53.4256788883427, -113.442226429498)"
Belmont,53.5933566954572,-113.393604883494,"(53.5933566954572, -113.393604883494)"
Aldergrove Park,53.5189777077026,-113.634974451973,"(53.5189777077026, -113.634974451973)"
